市町村コード,都道府県名,市町村名,地域,公民館名,年度,利用回数,利用者数
052124,秋田県,大仙市,太田地域,太田公民館,2012(平成24),712,"10,313"
052124,秋田県,大仙市,太田地域,太田公民館,2013(平成25),727,"10,534"
052124,秋田県,大仙市,太田地域,太田公民館,2014(平成26),798,"10,668"
052124,秋田県,大仙市,太田地域,太田公民館,2015(平成27),723,"9,956"
052124,秋田県,大仙市,太田地域,太田公民館,2016(平成28),-,-
052124,秋田県,大仙市,太田地域,太田公民館,2017(平成29),-,-
052124,秋田県,大仙市,太田地域,太田公民館,2006(平成30),-,-
052124,秋田県,大仙市,太田地域,太田公民館,2019(令和1）,-,-
052124,秋田県,大仙市,太田地域,太田公民館,2020(令和2）,-,-
052124,秋田県,大仙市,太田地域,太田公民館,2021(令和3）,-,-
