市町村コード,都道府県名,市町村名,地域,公民館名,年度,利用回数（回）,利用者数（人）,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2001(平成13),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2002(平成14),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2003(平成15),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2004(平成16),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2005(平成17),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2006(平成18),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2007(平成19),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2008(平成20),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2009(平成21),-,-,,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2010(平成22),129 ,"2,460 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2011(平成23),125 ,"2,263 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2012(平成24),81 ,"1,631 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2013(平成25),113 ,"2,276 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2014(平成26),104 ,"2,155 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2015(平成27),85 ,"2,011 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2016(平成28),93 ,"2,161 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2017(平成29),108 ,"2,397 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2006(平成30),133 ,"2,541 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2019(令和1）,128 ,"2,404 ",,,,,
05212,秋田県,大仙市,協和地域,淀川分館,2020(令和2）,58 ,850 ,,,,,
05212,秋田県,大仙市,南外地域,南外公民館,1999(平成11),156 ,"2,439 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2000(平成12),241 ,"3,872 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2001(平成13),233 ,"4,929 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2002(平成14),95 ,"3,971 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2003(平成15),331 ,"4,372 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2004(平成16),293 ,"4,006 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2005(平成17),271 ,"3,830 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2006(平成18),295 ,"4,076 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2007(平成19),303 ,"4,549 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2008(平成20),270 ,"4,283 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2009(平成21),269 ,"3,861 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2010(平成22),325 ,"4,173 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2011(平成23),260 ,"3,452 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2012(平成24),259 ,"3,477 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2013(平成25),198 ,"3,424 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2014(平成26),375 ,"4,117 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2015(平成27),430 ,"4,207 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2016(平成28),309 ,"3,547 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2017(平成29),276 ,"3,505 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2006(平成30),345 ,"4,189 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2019(令和1）,235 ,"3,377 ",,,,,
05212,秋田県,大仙市,南外地域,南外公民館,2020(令和2）,96 ,652 ,,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,1995(平成7),-,"7,059 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,1996(平成8),-,"6,686 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,1997(平成9),-,"8,686 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,1998(平成10),-,"9,625 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,1999(平成11),-,"10,447 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2000(平成12),-,"16,286 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2001(平成13),-,"16,372 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2002(平成14),-,"17,419 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2003(平成15),-,"70,486 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2004(平成16),-,"36,797 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2005(平成17),-,"27,556 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2006(平成18),-,"19,429 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2007(平成19),-,"33,088 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2008(平成20),-,"28,695 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2009(平成21),-,"22,265 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2010(平成22),-,"19,553 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2011(平成23),-,"40,214 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2012(平成24),-,"28,522 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2013(平成25),-,"24,976 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2014(平成26),-,"24,499 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2015(平成27),-,"25,025 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2016(平成28),-,"24,273 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2017(平成29),"1,318 ","24,804 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2006(平成30),"1,719 ","24,252 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2019(令和1）,"1,657 ","22,013 ",,,,,
05212,秋田県,大仙市,仙北地域,仙北公民館,2020(令和2）,899 ,"15,169 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2000(平成12),870 ,"9,677 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2001(平成13),"1,677 ","12,707 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2002(平成14),"1,833 ","14,948 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2003(平成15),"2,120 ","14,751 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2004(平成16),"2,171 ","14,203 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2005(平成17),"2,243 ","15,599 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2006(平成18),"2,917 ","16,925 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2007(平成19),"2,807 ","19,071 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2008(平成20),"2,823 ","18,681 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2009(平成21),"1,947 ","17,148 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2010(平成22),"1,368 ","15,576 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2011(平成23),"1,086 ","14,724 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2012(平成24),712 ,"10,313 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2013(平成25),727 ,"10,534 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2014(平成26),798 ,"10,668 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2015(平成27),723 ,"9,956 ",,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2016(平成28),-,-,,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2017(平成29),-,-,,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2006(平成30),-,-,,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2019(令和1）,-,-,,,,,
05212,秋田県,大仙市,太田地域,太田公民館,2020(令和2）,-,-,,,,,
